url_path,views_total,views_unique
/yext/pages-starter-react-locations,58,28
/yext/pages-starter-react-locations/tree/main/src,41,11
/yext/pages-starter-react-locations/tree/main/src/components,18,6
/yext/pages-starter-react-locations/blob/main/package.json,18,5
/yext/pages-starter-react-locations/tree/main/src/templates,15,5
/yext/pages-starter-react-locations/blob/main/src/templates/location.tsx,15,3
/yext/pages-starter-react-locations/blob/main/src/components/PageLayout.tsx,10,2
/yext/pages-starter-react-locations/blob/main/src/components/Header.tsx,7,2
/yext/pages-starter-react-locations/blob/main/src/components/Hours.tsx,6,2
/yext/pages-starter-react-locations/tree/main/src/assets,6,2
