url_path,views_total,views_unique
/yext/pages-starter-react-locations,62,32
/yext/pages-starter-react-locations/tree/main/src,33,9
/yext/pages-starter-react-locations/blob/main/package.json,28,3
/yext/pages-starter-react-locations/blob/main/src/templates/root.tsx,21,2
/yext/pages-starter-react-locations/tree/main/src/templates,18,5
/yext/pages-starter-react-locations/blob/main/src/components/PageLayout.tsx,14,1
/yext/pages-starter-react-locations/tree/main/src/components,13,4
/yext/pages-starter-react-locations/tree/main/sites-config,12,3
/yext/pages-starter-react-locations/blob/main/src/templates/location.tsx,10,2
/yext/pages-starter-react-locations/blob/main/.gitignore,9,2
