url_path,views_total,views_unique
/yext/pages-starter-react-locations/tree/main/src,47,15
/yext/pages-starter-react-locations,45,31
/yext/pages-starter-react-locations/tree/main/src/templates,25,9
/yext/pages-starter-react-locations/tree/main/src/components,21,5
/yext/pages-starter-react-locations/blob/main/src/components/DirectoryRootGrid.tsx,14,4
/yext/pages-starter-react-locations/blob/main/src/templates/state.tsx,14,2
/yext/pages-starter-react-locations/blob/main/src/templates/static.tsx,13,5
/yext/pages-starter-react-locations/blob/main/package.json,12,4
/yext/pages-starter-react-locations/tree/main/sites-config,12,4
/yext/pages-starter-react-locations/blob/main/src/templates/root.tsx,12,3
