time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-12-14 00:00:00+00:00,9,7,9.0,3.0
2023-12-15 00:00:00+00:00,4,4,1.0,1.0
2023-12-16 00:00:00+00:00,3,3,2.0,2.0
2023-12-17 00:00:00+00:00,9,6,,
2023-12-18 00:00:00+00:00,4,4,32.0,6.0
2023-12-19 00:00:00+00:00,4,4,37.0,6.0
2023-12-20 00:00:00+00:00,11,7,18.0,6.0
2023-12-21 00:00:00+00:00,2,2,99.0,4.0
2023-12-22 00:00:00+00:00,6,4,18.0,3.0
2023-12-23 00:00:00+00:00,5,4,,
2023-12-24 00:00:00+00:00,3,3,,
2023-12-25 00:00:00+00:00,4,4,7.0,1.0
2023-12-26 00:00:00+00:00,17,11,8.0,3.0
2023-12-27 00:00:00+00:00,9,3,25.0,4.0
