url_path,views_total,views_unique
/yext/pages-starter-react-locations,44,27
/yext/pages-starter-react-locations/tree/main/src,23,10
/yext/pages-starter-react-locations/tree/main/sites-config,20,6
/yext/pages-starter-react-locations/tree/main/src/templates,17,6
/yext/pages-starter-react-locations/tree/main/platform-config,17,4
/yext/pages-starter-react-locations/tree/main/src/components,16,5
/yext/pages-starter-react-locations/blob/main/package.json,16,4
/yext/pages-starter-react-locations/blob/main/sites-config/ci.json,10,4
/yext/pages-starter-react-locations/blob/main/vite.config.js,10,1
/yext/pages-starter-react-locations/tree/main/src/types,9,2
