time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-05-01 00:00:00+00:00,12,6,77,9
2023-05-02 00:00:00+00:00,7,5,33,15
2023-05-03 00:00:00+00:00,11,6,70,5
2023-05-04 00:00:00+00:00,6,4,41,6
2023-05-05 00:00:00+00:00,21,10,35,7
2023-05-06 00:00:00+00:00,4,3,4,1
2023-05-07 00:00:00+00:00,3,2,3,1
2023-05-08 00:00:00+00:00,6,5,55,6
2023-05-09 00:00:00+00:00,9,6,81,6
2023-05-10 00:00:00+00:00,9,6,29,6
2023-05-11 00:00:00+00:00,4,3,14,3
2023-05-12 00:00:00+00:00,13,7,14,1
2023-05-13 00:00:00+00:00,5,4,10,2
