url_path,views_total,views_unique
/yext/pages-starter-react-locations,84,33
/yext/pages-starter-react-locations/tree/main/src,70,12
/yext/pages-starter-react-locations/tree/main/platform-config,36,4
/yext/pages-starter-react-locations/tree/main/src/templates,34,7
/yext/pages-starter-react-locations/blob/main/package.json,33,6
/yext/pages-starter-react-locations/tree/main/src/components,30,9
/yext/pages-starter-react-locations/blob/main/src/templates/location.tsx,22,7
/yext/pages-starter-react-locations/tree/main/platform-config/default,20,4
/yext/pages-starter-react-locations/blob/main/.env,17,3
/yext/pages-starter-react-locations/tree/main/platform-config/c/km,12,2
