url_path,views_total,views_unique
/yext/pages-starter-react-locations,61,31
/yext/pages-starter-react-locations/tree/main/src,26,7
/yext/pages-starter-react-locations/tree/main/src/components,16,4
/yext/pages-starter-react-locations/tree/main/src/templates,13,4
/yext/pages-starter-react-locations/pulls,7,4
/yext/pages-starter-react-locations/commits,7,3
/yext/pages-starter-react-locations/blob/main/src/templates/location.tsx,7,2
/yext/pages-starter-react-locations/tree/main/src/types,4,3
/yext/pages-starter-react-locations/blob/main/package.json,4,1
/yext/pages-starter-react-locations/blob/main/README.md,4,1
