url_path,views_total,views_unique
/yext/pages-starter-react-locations,41,21
/yext/pages-starter-react-locations/tree/main/src,37,13
/yext/pages-starter-react-locations/pull/62,25,4
/yext/pages-starter-react-locations/tree/main/src/components,17,6
/yext/pages-starter-react-locations/tree/main/src/templates,12,6
/yext/pages-starter-react-locations/blob/main/src/components/DirectoryCityGrid.tsx,12,4
/yext/pages-starter-react-locations/pulls,12,2
/yext/pages-starter-react-locations/blob/main/package.json,11,4
/yext/pages-starter-react-locations/blob/main/src/components/DirectoryRootGrid.tsx,8,3
/yext/pages-starter-react-locations/pull/62/files,8,2
