url_path,views_total,views_unique
/yext/pages-starter-react-locations,63,35
/yext/pages-starter-react-locations/tree/main/src,56,14
/yext/pages-starter-react-locations/blob/main/package.json,24,6
/yext/pages-starter-react-locations/tree/main/src/templates,23,9
/yext/pages-starter-react-locations/blob/main/src/templates/location.tsx,18,7
/yext/pages-starter-react-locations/blob/main/src/templates/city.tsx,13,3
/yext/pages-starter-react-locations/tree/main,12,6
/yext/pages-starter-react-locations/tree/main/src/components,10,5
/yext/pages-starter-react-locations/blob/main/sites-config/ci.json,10,3
/yext/pages-starter-react-locations/tree/main/sites-config,10,2
