url_path,views_total,views_unique
/yext/pages-starter-react-locations/tree/main/src,79,13
/yext/pages-starter-react-locations,67,26
/yext/pages-starter-react-locations/tree/main/src/templates,39,8
/yext/pages-starter-react-locations/tree/main/src/components,30,4
/yext/pages-starter-react-locations/blob/main/package.json,27,7
/yext/pages-starter-react-locations/blob/main/src/templates/location.tsx,26,4
/yext/pages-starter-react-locations/tree/main/sites-config,23,7
/yext/pages-starter-react-locations/blob/main/sites-config/ci.json,17,6
/yext/pages-starter-react-locations/blob/main/src/templates/static.tsx,14,2
/yext/pages-starter-react-locations/blob/main/src/types/ExternalImage.ts,12,1
