url_path,views_total,views_unique
/yext/pages-starter-react-locations,58,29
/yext/pages-starter-react-locations/tree/main/src,48,15
/yext/pages-starter-react-locations/blob/main/package.json,26,6
/yext/pages-starter-react-locations/tree/main/src/templates,19,6
/yext/pages-starter-react-locations/tree/main/src/components,19,5
/yext/pages-starter-react-locations/tree/main/platform-config,14,1
/yext/pages-starter-react-locations/blob/main/src/templates/location.tsx,10,3
/yext/pages-starter-react-locations/blob/main/src/assets/images/yext-favicon.ico,10,2
/yext/pages-starter-react-locations/blob/main/src/components/PageLayout.tsx,9,2
/yext/pages-starter-react-locations/tree/main,6,4
