url_path,views_total,views_unique
/yext/pages-starter-react-locations,73,35
/yext/pages-starter-react-locations/tree/main/src,54,17
/yext/pages-starter-react-locations/blob/main/package.json,27,6
/yext/pages-starter-react-locations/tree/main/src/templates,25,8
/yext/pages-starter-react-locations/tree/main/src/components,21,6
/yext/pages-starter-react-locations/tree/main/platform-config,16,1
/yext/pages-starter-react-locations/blob/main/src/templates/location.tsx,12,4
/yext/pages-starter-react-locations/blob/main/src/assets/images/yext-favicon.ico,10,2
/yext/pages-starter-react-locations/blob/main/src/components/PageLayout.tsx,9,2
/yext/pages-starter-react-locations/tree/main,6,4
