url_path,views_total,views_unique
/yext/pages-starter-react-locations,59,35
/yext/pages-starter-react-locations/tree/main/src,42,13
/yext/pages-starter-react-locations/blob/main/package.json,28,8
/yext/pages-starter-react-locations/tree/main/src/templates,21,8
/yext/pages-starter-react-locations/blob/main/src/templates/location.tsx,14,7
/yext/pages-starter-react-locations/blob/main/.env,11,4
/yext/pages-starter-react-locations/tree/main/src/components,10,5
/yext/pages-starter-react-locations/blob/main/sites-config/ci.json,10,4
/yext/pages-starter-react-locations/tree/main/sites-config,8,2
/yext/pages-starter-react-locations/blob/main/platform-config/default/km/entity-template/cityTemplate.json,8,1
