url_path,views_total,views_unique
/yext/pages-starter-react-locations,48,30
/yext/pages-starter-react-locations/blob/main/package.json,30,8
/yext/pages-starter-react-locations/tree/main/src,22,9
/yext/pages-starter-react-locations/tree/main/src/templates,15,6
/yext/pages-starter-react-locations/blob/main/.env,13,3
/yext/pages-starter-react-locations/blob/main/src/templates/location.tsx,10,4
/yext/pages-starter-react-locations/tree/main/sites-config,10,3
/yext/pages-starter-react-locations/blob/main/.gitignore,8,1
/yext/pages-starter-react-locations/tree/main,7,4
/yext/pages-starter-react-locations/tree/main/platform-config,7,1
