url_path,views_total,views_unique
/yext/pages-starter-react-locations,60,21
/yext/pages-starter-react-locations/tree/main/src,44,8
/yext/pages-starter-react-locations/blob/main/package.json,23,5
/yext/pages-starter-react-locations/tree/main/src/templates,18,4
/yext/pages-starter-react-locations/pulls,14,3
/yext/pages-starter-react-locations/pull/62,14,2
/yext/pages-starter-react-locations/tree/main/sites-config,13,4
/yext/pages-starter-react-locations/pull/61,10,3
/yext/pages-starter-react-locations/blob/main/sites-config/ci.json,9,4
/yext/pages-starter-react-locations/tree/main/src/components,9,3
