url_path,views_total,views_unique
/yext/pages-starter-react-locations,67,29
/yext/pages-starter-react-locations/tree/main/src,52,10
/yext/pages-starter-react-locations/tree/main/src/templates,27,6
/yext/pages-starter-react-locations/tree/main/src/components,23,8
/yext/pages-starter-react-locations/blob/main/package.json,21,5
/yext/pages-starter-react-locations/tree/main/platform-config,20,4
/yext/pages-starter-react-locations/blob/main/src/templates/location.tsx,16,5
/yext/pages-starter-react-locations/blob/main/.env,15,2
/yext/pages-starter-react-locations/tree/main/platform-config/default,14,3
/yext/pages-starter-react-locations/tree/main/sites-config,13,2
