url_path,views_total,views_unique
/yext/pages-starter-react-locations,48,26
/yext/pages-starter-react-locations/tree/main/src,26,9
/yext/pages-starter-react-locations/blob/main/package.json,18,5
/yext/pages-starter-react-locations/tree/main/src/templates,11,5
/yext/pages-starter-react-locations/tree/main/src/components,10,5
/yext/pages-starter-react-locations/blob/main/src/templates/location.tsx,8,4
/yext/pages-starter-react-locations/tree/main/sites-config,7,2
/yext/pages-starter-react-locations/tree/main/platform-config,7,1
/yext/pages-starter-react-locations/blob/main/sites-config/ci.json,6,2
/yext/pages-starter-react-locations/tree/main/platform-config/ce/km,6,1
