url_path,views_total,views_unique
/yext/pages-starter-react-locations,69,34
/yext/pages-starter-react-locations/tree/main/src,41,13
/yext/pages-starter-react-locations/blob/main/package.json,35,7
/yext/pages-starter-react-locations/tree/main/src/components,14,4
/yext/pages-starter-react-locations/tree/main/platform-config,14,2
/yext/pages-starter-react-locations/tree/main/src/templates,11,4
/yext/pages-starter-react-locations/tree/main/sites-config,8,3
/yext/pages-starter-react-locations/blob/main/src/components/PageLayout.tsx,7,1
/yext/pages-starter-react-locations/blob/main/src/templates/state.tsx,6,3
/yext/pages-starter-react-locations/blob/c12791d59b7dfa2c49b4cf0b60965d35473ac5f1/package.json,5,1
