url_path,views_total,views_unique
/yext/pages-starter-react-locations,56,31
/yext/pages-starter-react-locations/tree/main/src,53,13
/yext/pages-starter-react-locations/blob/main/package.json,32,6
/yext/pages-starter-react-locations/blob/main/src/templates/location.tsx,30,6
/yext/pages-starter-react-locations/tree/main/src/templates,20,7
/yext/pages-starter-react-locations/blob/main/vite.config.js,20,4
/yext/pages-starter-react-locations/blob/main/src/templates/city.tsx,12,4
/yext/pages-starter-react-locations/blob/main/src/templates/state.tsx,10,4
/yext/pages-starter-react-locations/blob/main/tailwind.config.cjs,10,3
/yext/pages-starter-react-locations/blob/main/src/templates/static.tsx,10,1
