time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-02-27 00:00:00+00:00,4,2,1.0,1.0
2023-02-28 00:00:00+00:00,9,3,102.0,8.0
2023-03-01 00:00:00+00:00,32,10,103.0,8.0
2023-03-02 00:00:00+00:00,20,10,72.0,6.0
2023-03-03 00:00:00+00:00,69,11,83.0,2.0
2023-03-04 00:00:00+00:00,15,2,6.0,1.0
2023-03-06 00:00:00+00:00,44,9,27.0,4.0
2023-03-07 00:00:00+00:00,26,7,8.0,1.0
2023-03-08 00:00:00+00:00,14,8,43.0,5.0
2023-03-09 00:00:00+00:00,39,9,13.0,2.0
2023-03-10 00:00:00+00:00,26,6,93.0,6.0
2023-03-11 00:00:00+00:00,2,1,,
2023-03-12 00:00:00+00:00,27,8,21.0,2.0
2023-03-13 00:00:00+00:00,10,4,14.0,3.0
