url_path,views_total,views_unique
/yext/pages-starter-react-locations,66,27
/yext/pages-starter-react-locations/tree/main/src,44,11
/yext/pages-starter-react-locations/blob/main/package.json,33,7
/yext/pages-starter-react-locations/tree/main/platform-config,22,3
/yext/pages-starter-react-locations/tree/main/src/templates,21,6
/yext/pages-starter-react-locations/tree/main/src/components,17,7
/yext/pages-starter-react-locations/blob/main/src/templates/location.tsx,10,4
/yext/pages-starter-react-locations/tree/main/platform-config/c/km,10,3
/yext/pages-starter-react-locations/tree/main,9,2
/yext/pages-starter-react-locations/tree/main/sites-config,9,2
