url_path,views_total,views_unique
/yext/pages-starter-react-locations,46,27
/yext/pages-starter-react-locations/tree/main/src,27,7
/yext/pages-starter-react-locations/blob/main/package.json,25,8
/yext/pages-starter-react-locations/tree/main/src/templates,16,5
/yext/pages-starter-react-locations/blob/main/tailwind.config.cjs,12,2
/yext/pages-starter-react-locations/blob/main/tsconfig.json,12,2
/yext/pages-starter-react-locations/blob/main/vite.config.js,12,2
/yext/pages-starter-react-locations/blob/main/src/templates/location.tsx,10,3
/yext/pages-starter-react-locations/blob/main/.env,8,2
/yext/pages-starter-react-locations/blob/main/postcss.config.cjs,8,1
