time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-11-04 00:00:00+00:00,4,4,,
2023-11-05 00:00:00+00:00,3,3,1.0,1.0
2023-11-06 00:00:00+00:00,13,10,15.0,3.0
2023-11-07 00:00:00+00:00,21,7,53.0,7.0
2023-11-08 00:00:00+00:00,17,12,59.0,14.0
2023-11-09 00:00:00+00:00,4,4,31.0,4.0
2023-11-10 00:00:00+00:00,7,4,52.0,6.0
2023-11-11 00:00:00+00:00,2,2,,
2023-11-12 00:00:00+00:00,3,3,,
2023-11-13 00:00:00+00:00,11,10,12.0,4.0
2023-11-14 00:00:00+00:00,12,8,48.0,6.0
2023-11-15 00:00:00+00:00,10,7,3.0,2.0
2023-11-16 00:00:00+00:00,11,7,22.0,7.0
2023-11-17 00:00:00+00:00,8,5,16.0,4.0
