url_path,views_total,views_unique
/yext/pages-starter-react-locations,34,19
/yext/pages-starter-react-locations/tree/main/src,19,6
/yext/pages-starter-react-locations/tree/main/src/templates,10,5
/yext/pages-starter-react-locations/blob/main/package.json,9,3
/yext/pages-starter-react-locations/pulls,7,4
/yext/pages-starter-react-locations/pull/63,7,2
/yext/pages-starter-react-locations/blob/main/src/templates/location.tsx,6,3
/yext/pages-starter-react-locations/issues,6,3
/yext/pages-starter-react-locations/tree/main/src/components,6,3
/yext/pages-starter-react-locations/blob/main/src/templates/robots.ts,6,1
