url_path,views_total,views_unique
/yext/pages-starter-react-locations,84,36
/yext/pages-starter-react-locations/tree/main/src,72,11
/yext/pages-starter-react-locations/tree/main/src/templates,36,7
/yext/pages-starter-react-locations/tree/main/src/components,27,8
/yext/pages-starter-react-locations/blob/main/package.json,25,7
/yext/pages-starter-react-locations/tree/main/platform-config,21,5
/yext/pages-starter-react-locations/blob/main/src/templates/location.tsx,18,5
/yext/pages-starter-react-locations/tree/main/platform-config/default,15,4
/yext/pages-starter-react-locations/tree/main/sites-config,14,3
/yext/pages-starter-react-locations/blob/main/.env,13,2
