url_path,views_total,views_unique
/yext/pages-starter-react-locations,44,30
/yext/pages-starter-react-locations/tree/main/src,44,14
/yext/pages-starter-react-locations/tree/main/src/templates,21,8
/yext/pages-starter-react-locations/tree/main/src/components,21,5
/yext/pages-starter-react-locations/blob/main/package.json,12,4
/yext/pages-starter-react-locations/tree/main/sites-config,12,4
/yext/pages-starter-react-locations/blob/main/src/templates/location.tsx,11,4
/yext/pages-starter-react-locations/blob/main/src/templates/static.tsx,11,4
/yext/pages-starter-react-locations/blob/main/src/components/DirectoryRootGrid.tsx,10,3
/yext/pages-starter-react-locations/tree/main/src/types,10,1
