url_path,views_total,views_unique
/yext/pages-starter-react-locations,68,29
/yext/pages-starter-react-locations/tree/main/src,50,12
/yext/pages-starter-react-locations/blob/main/package.json,37,7
/yext/pages-starter-react-locations/tree/main/platform-config,28,4
/yext/pages-starter-react-locations/tree/main/src/components,22,8
/yext/pages-starter-react-locations/tree/main/src/templates,22,7
/yext/pages-starter-react-locations/blob/main/src/templates/location.tsx,16,5
/yext/pages-starter-react-locations/tree/main/sites-config,16,2
/yext/pages-starter-react-locations/blob/main/.env,15,2
/yext/pages-starter-react-locations/tree/main/platform-config/default,14,2
