time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-01-09 00:00:00+00:00,4,4,27.0,3.0
2024-01-10 00:00:00+00:00,5,5,,
2024-01-11 00:00:00+00:00,5,5,17.0,4.0
2024-01-12 00:00:00+00:00,5,5,2.0,2.0
2024-01-13 00:00:00+00:00,6,6,1.0,1.0
2024-01-14 00:00:00+00:00,3,3,7.0,2.0
2024-01-15 00:00:00+00:00,5,5,9.0,4.0
2024-01-16 00:00:00+00:00,4,4,16.0,5.0
2024-01-17 00:00:00+00:00,4,4,25.0,4.0
2024-01-18 00:00:00+00:00,5,5,26.0,5.0
2024-01-19 00:00:00+00:00,3,3,69.0,4.0
2024-01-20 00:00:00+00:00,3,3,,
2024-01-21 00:00:00+00:00,4,4,,
2024-01-22 00:00:00+00:00,3,3,10.0,4.0
