url_path,views_total,views_unique
/yext/pages-starter-react-locations,38,23
/yext/pages-starter-react-locations/tree/main/src,27,9
/yext/pages-starter-react-locations/tree/main/src/templates,13,4
/yext/pages-starter-react-locations/blob/main/package.json,13,3
/yext/pages-starter-react-locations/blob/main/src/templates/location.tsx,6,2
/yext/pages-starter-react-locations/tree/main/platform-config,6,1
/yext/pages-starter-react-locations/tree/main/sites-config,5,2
/yext/pages-starter-react-locations/tree/main/platform-config/c/km,5,1
/yext/pages-starter-react-locations/tree/main/src/components,4,2
/yext/pages-starter-react-locations/blob/main/src/components/Details.tsx,4,1
