url_path,views_total,views_unique
/yext/pages-starter-react-locations,84,36
/yext/pages-starter-react-locations/tree/main/src,36,12
/yext/pages-starter-react-locations/tree/main/platform-config,32,4
/yext/pages-starter-react-locations/blob/main/package.json,24,5
/yext/pages-starter-react-locations/blob/main/src/templates/root.tsx,21,3
/yext/pages-starter-react-locations/blob/main/src/components/PageLayout.tsx,14,2
/yext/pages-starter-react-locations/tree/main/platform-config/default/km/entity,14,1
/yext/pages-starter-react-locations/tree/main/platform-config/default,12,1
/yext/pages-starter-react-locations/tree/main/src/components,10,5
/yext/pages-starter-react-locations/tree/main/src/templates,10,4
