url_path,views_total,views_unique
/yext/pages-starter-react-locations,51,29
/yext/pages-starter-react-locations/tree/main/src,49,10
/yext/pages-starter-react-locations/tree/main/src/templates,28,9
/yext/pages-starter-react-locations/tree/main/src/types,22,3
/yext/pages-starter-react-locations/blob/main/src/templates/location.tsx,16,7
/yext/pages-starter-react-locations/tree/main/src/components,10,4
/yext/pages-starter-react-locations/blob/main/package.json,9,3
/yext/pages-starter-react-locations/pull/63,7,2
/yext/pages-starter-react-locations/blob/main/src/templates/robots.ts,6,1
/yext/pages-starter-react-locations/issues,5,2
