url_path,views_total,views_unique
/yext/pages-starter-react-locations,72,29
/yext/pages-starter-react-locations/tree/main/src,36,11
/yext/pages-starter-react-locations/tree/main/platform-config,30,3
/yext/pages-starter-react-locations/blob/main/package.json,19,5
/yext/pages-starter-react-locations/tree/main/platform-config/default/km/entity,14,1
/yext/pages-starter-react-locations/blob/main/src/templates/location.tsx,12,3
/yext/pages-starter-react-locations/tree/main/platform-config/default,12,1
/yext/pages-starter-react-locations/tree/main/src/templates,10,4
/yext/pages-starter-react-locations/blob/main/src/templates/root.tsx,9,2
/yext/pages-starter-react-locations/tree/main/platform-config/default/km,9,1
