url_path,views_total,views_unique
/yext/pages-starter-react-locations,84,28
/yext/pages-starter-react-locations/tree/main/src,63,16
/yext/pages-starter-react-locations/tree/main/src/templates,36,10
/yext/pages-starter-react-locations/blob/main/package.json,30,9
/yext/pages-starter-react-locations/tree/main/src/components,25,8
/yext/pages-starter-react-locations/tree/main/platform-config,15,6
/yext/pages-starter-react-locations/blob/main/src/templates/location.tsx,14,4
/yext/pages-starter-react-locations/blob/main/.env,14,2
/yext/pages-starter-react-locations/tree/main/sites-config,12,5
/yext/pages-starter-react-locations/blob/main/src/templates/static.tsx,11,3
