url_path,views_total,views_unique
/yext/pages-starter-react-locations,41,27
/yext/pages-starter-react-locations/tree/main/src,24,10
/yext/pages-starter-react-locations/tree/main/sites-config,20,6
/yext/pages-starter-react-locations/tree/main/platform-config,17,4
/yext/pages-starter-react-locations/tree/main/src/components,16,5
/yext/pages-starter-react-locations/blob/main/package.json,15,5
/yext/pages-starter-react-locations/tree/main/src/templates,15,5
/yext/pages-starter-react-locations/blob/main/sites-config/ci.json,10,4
/yext/pages-starter-react-locations/blob/main/vite.config.js,10,1
/yext/pages-starter-react-locations/tree/main/src/types,9,2
