url_path,views_total,views_unique
/yext/pages-starter-react-locations,55,29
/yext/pages-starter-react-locations/tree/main/src,35,9
/yext/pages-starter-react-locations/tree/main/src/templates,24,7
/yext/pages-starter-react-locations/blob/main/package.json,19,4
/yext/pages-starter-react-locations/blob/main/src/templates/location.tsx,14,3
/yext/pages-starter-react-locations/blob/main/src/types/ExternalImage.ts,12,1
/yext/pages-starter-react-locations/tree/main/src/components,11,4
/yext/pages-starter-react-locations/tree/main/sites-config,10,2
/yext/pages-starter-react-locations/blob/main/src/types/ExternalImage,10,1
/yext/pages-starter-react-locations/blob/main/src/templates/root.tsx,9,2
