url_path,views_total,views_unique
/yext/pages-starter-react-locations,49,28
/yext/pages-starter-react-locations/tree/main/src,32,7
/yext/pages-starter-react-locations/blob/main/package.json,29,9
/yext/pages-starter-react-locations/tree/main/src/templates,25,7
/yext/pages-starter-react-locations/blob/main/.env,21,4
/yext/pages-starter-react-locations/blob/main/tsconfig.json,15,3
/yext/pages-starter-react-locations/blob/main/src/templates/location.tsx,14,4
/yext/pages-starter-react-locations/blob/main/tailwind.config.cjs,13,2
/yext/pages-starter-react-locations/blob/main/src/templates/static.tsx,12,2
/yext/pages-starter-react-locations/blob/main/vite.config.js,12,2
