url_path,views_total,views_unique
/yext/pages-starter-react-locations/tree/main/src,53,16
/yext/pages-starter-react-locations,45,31
/yext/pages-starter-react-locations/tree/main/src/components,30,8
/yext/pages-starter-react-locations/tree/main/src/templates,23,8
/yext/pages-starter-react-locations/blob/main/src/components/DirectoryRootGrid.tsx,14,3
/yext/pages-starter-react-locations/blob/main/src/templates/state.tsx,14,3
/yext/pages-starter-react-locations/blob/main/src/templates/static.tsx,13,5
/yext/pages-starter-react-locations/blob/main/src/templates/root.tsx,12,3
/yext/pages-starter-react-locations/blob/main/src/types/DirectoryParent.ts,12,3
/yext/pages-starter-react-locations/tree/main/src/types,12,2
