url_path,views_total,views_unique
/yext/pages-starter-react-locations,51,22
/yext/pages-starter-react-locations/tree/main/src,33,10
/yext/pages-starter-react-locations/tree/main/src/templates,21,5
/yext/pages-starter-react-locations/blob/main/package.json,17,5
/yext/pages-starter-react-locations/tree/main/src/components,14,3
/yext/pages-starter-react-locations/tree/main/sites-config,10,2
/yext/pages-starter-react-locations/pull/63,8,2
/yext/pages-starter-react-locations/tree/main/src/types,8,2
/yext/pages-starter-react-locations/tree/main,7,3
/yext/pages-starter-react-locations/blob/main/src/templates/root.tsx,6,2
