url_path,views_total,views_unique
/yext/pages-starter-react-locations,55,32
/yext/pages-starter-react-locations/tree/main/src,47,9
/yext/pages-starter-react-locations/tree/main/src/templates,26,8
/yext/pages-starter-react-locations/tree/main/src/types,20,3
/yext/pages-starter-react-locations/blob/main/package.json,15,5
/yext/pages-starter-react-locations/blob/main/src/templates/location.tsx,14,6
/yext/pages-starter-react-locations/tree/main/src/components,10,4
/yext/pages-starter-react-locations/pull/63,10,2
/yext/pages-starter-react-locations/pulls,9,3
/yext/pages-starter-react-locations/issues,6,3
