url_path,views_total,views_unique
/yext/pages-starter-react-locations,46,29
/yext/pages-starter-react-locations/blob/main/package.json,27,8
/yext/pages-starter-react-locations/tree/main/src,27,8
/yext/pages-starter-react-locations/blob/main/.env,17,4
/yext/pages-starter-react-locations/tree/main/src/templates,15,5
/yext/pages-starter-react-locations/blob/main/src/templates/location.tsx,10,4
/yext/pages-starter-react-locations/tree/main/sites-config,10,3
/yext/pages-starter-react-locations/tree/main/src/components,9,4
/yext/pages-starter-react-locations/blob/main/.gitignore,8,1
/yext/pages-starter-react-locations/tree/main,7,4
