url_path,views_total,views_unique
/yext/pages-starter-react-locations,69,33
/yext/pages-starter-react-locations/tree/main/src,63,11
/yext/pages-starter-react-locations/tree/main/src/templates,34,7
/yext/pages-starter-react-locations/tree/main/src/components,23,8
/yext/pages-starter-react-locations/tree/main/platform-config,21,5
/yext/pages-starter-react-locations/blob/main/package.json,18,5
/yext/pages-starter-react-locations/blob/main/src/templates/location.tsx,16,5
/yext/pages-starter-react-locations/tree/main/platform-config/default,15,4
/yext/pages-starter-react-locations/tree/main/sites-config,14,3
/yext/pages-starter-react-locations/blob/main/.env,13,2
