url_path,views_total,views_unique
/yext/pages-starter-react-locations,55,20
/yext/pages-starter-react-locations/pull/63,21,3
/yext/pages-starter-react-locations/tree/main/src,19,4
/yext/pages-starter-react-locations/tree/main/src/templates,17,4
/yext/pages-starter-react-locations/pull/63/files,9,3
/yext/pages-starter-react-locations/pulls,8,4
/yext/pages-starter-react-locations/blob/main/package.json,8,3
/yext/pages-starter-react-locations/tree/main/sites-config,8,2
/yext/pages-starter-react-locations/blob/main/sites-config/ci.json,6,2
/yext/pages-starter-react-locations/blob/main/src/components/PageLayout.tsx,6,2
