url_path,views_total,views_unique
/yext/pages-starter-react-locations,109,37
/yext/pages-starter-react-locations/tree/main/src,54,15
/yext/pages-starter-react-locations/tree/main/src/templates,27,9
/yext/pages-starter-react-locations/tree/main/src/components,17,8
/yext/pages-starter-react-locations/blob/main/src/templates/location.tsx,17,6
/yext/pages-starter-react-locations/blob/main/package.json,16,7
/yext/pages-starter-react-locations/tree/main,9,5
/yext/pages-starter-react-locations/tree/main/sites-config,9,3
/yext/pages-starter-react-locations/blob/main/src/index.css,8,1
/yext/pages-starter-react-locations/blob/main/src/templates/state.tsx,7,4
