url_path,views_total,views_unique
/yext/pages-starter-react-locations,61,34
/yext/pages-starter-react-locations/tree/main/src,51,13
/yext/pages-starter-react-locations/blob/main/package.json,24,7
/yext/pages-starter-react-locations/tree/main/src/templates,21,8
/yext/pages-starter-react-locations/blob/main/src/templates/location.tsx,14,7
/yext/pages-starter-react-locations/tree/main/src/components,12,6
/yext/pages-starter-react-locations/blob/main/.env,11,4
/yext/pages-starter-react-locations/blob/main/sites-config/ci.json,10,4
/yext/pages-starter-react-locations/tree/main,8,5
/yext/pages-starter-react-locations/tree/main/sites-config,8,2
