url_path,views_total,views_unique
/yext/pages-starter-react-locations,65,28
/yext/pages-starter-react-locations/tree/main/src,48,12
/yext/pages-starter-react-locations/blob/main/package.json,32,7
/yext/pages-starter-react-locations/tree/main/platform-config,22,4
/yext/pages-starter-react-locations/tree/main/src/components,20,8
/yext/pages-starter-react-locations/tree/main/src/templates,18,5
/yext/pages-starter-react-locations/tree/main/sites-config,11,3
/yext/pages-starter-react-locations/tree/main,10,4
/yext/pages-starter-react-locations/tree/main/platform-config/c/km,10,3
/yext/pages-starter-react-locations/blob/main/src/templates/location.tsx,8,4
