url_path,views_total,views_unique
/yext/pages-starter-react-locations,75,30
/yext/pages-starter-react-locations/tree/main/src,52,12
/yext/pages-starter-react-locations/tree/main/platform-config,42,5
/yext/pages-starter-react-locations/blob/main/package.json,39,7
/yext/pages-starter-react-locations/tree/main/src/templates,24,7
/yext/pages-starter-react-locations/tree/main/src/components,22,9
/yext/pages-starter-react-locations/tree/main/platform-config/default,20,4
/yext/pages-starter-react-locations/blob/main/src/templates/location.tsx,18,6
/yext/pages-starter-react-locations/tree/main/platform-config/c/km,16,3
/yext/pages-starter-react-locations/tree/main/sites-config,16,2
