url_path,views_total,views_unique
/yext/pages-starter-react-locations,49,25
/yext/pages-starter-react-locations/tree/main/src,48,10
/yext/pages-starter-react-locations/blob/main/package.json,32,7
/yext/pages-starter-react-locations/blob/main/src/templates/location.tsx,22,5
/yext/pages-starter-react-locations/blob/main/vite.config.js,15,3
/yext/pages-starter-react-locations/tree/main/src/templates,14,5
/yext/pages-starter-react-locations/blob/main/src/templates/root.tsx,9,2
/yext/pages-starter-react-locations/blob/66cb31aff8c560f2d7c8a52cf846eca5ee4c1e5a/tailwind.config.cjs,8,1
/yext/pages-starter-react-locations/blob/main/postcss.config.cjs,7,2
/yext/pages-starter-react-locations/blob/main/src/components/Banner.tsx,7,2
