time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-03-04 00:00:00+00:00,15,2,6.0,1.0
2023-03-06 00:00:00+00:00,44,9,27.0,4.0
2023-03-07 00:00:00+00:00,26,7,8.0,1.0
2023-03-08 00:00:00+00:00,14,8,43.0,5.0
2023-03-09 00:00:00+00:00,39,9,13.0,2.0
2023-03-10 00:00:00+00:00,26,6,93.0,6.0
2023-03-11 00:00:00+00:00,2,1,,
2023-03-12 00:00:00+00:00,27,8,21.0,2.0
2023-03-13 00:00:00+00:00,40,19,58.0,6.0
2023-03-14 00:00:00+00:00,14,4,18.0,4.0
2023-03-15 00:00:00+00:00,99,20,37.0,7.0
2023-03-16 00:00:00+00:00,14,7,12.0,2.0
2023-03-17 00:00:00+00:00,17,10,52.0,6.0
