url_path,views_total,views_unique
/yext/pages-starter-react-locations/tree/main/src,36,10
/yext/pages-starter-react-locations,31,21
/yext/pages-starter-react-locations/tree/main/src/components,21,5
/yext/pages-starter-react-locations/tree/main/src/templates,14,6
/yext/pages-starter-react-locations/blob/main/package.json,10,3
/yext/pages-starter-react-locations/blob/main/src/components/DirectoryRootGrid.tsx,10,3
/yext/pages-starter-react-locations/tree/main/sites-config,10,3
/yext/pages-starter-react-locations/tree/main/src/types,10,1
/yext/pages-starter-react-locations/blob/main/src/templates/location.tsx,9,3
/yext/pages-starter-react-locations/tree/main,8,2
