time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-03-27 00:00:00+00:00,25,10,17.0,3.0
2023-03-28 00:00:00+00:00,8,6,12.0,3.0
2023-03-29 00:00:00+00:00,25,10,59.0,13.0
2023-03-30 00:00:00+00:00,7,5,19.0,6.0
2023-03-31 00:00:00+00:00,18,5,88.0,5.0
2023-04-01 00:00:00+00:00,2,2,,
2023-04-02 00:00:00+00:00,2,2,1.0,1.0
2023-04-03 00:00:00+00:00,9,4,15.0,5.0
2023-04-04 00:00:00+00:00,4,3,7.0,3.0
2023-04-05 00:00:00+00:00,8,7,2.0,2.0
2023-04-06 00:00:00+00:00,14,8,33.0,6.0
2023-04-07 00:00:00+00:00,7,4,23.0,3.0
2023-04-08 00:00:00+00:00,2,2,,
