url_path,views_total,views_unique
/yext/pages-starter-react-locations,71,29
/yext/pages-starter-react-locations/tree/main/src,45,14
/yext/pages-starter-react-locations/tree/main/src/templates,22,7
/yext/pages-starter-react-locations/blob/main/package.json,21,6
/yext/pages-starter-react-locations/tree/main/src/components,19,7
/yext/pages-starter-react-locations/tree/main/platform-config,15,6
/yext/pages-starter-react-locations/blob/main/.env,14,2
/yext/pages-starter-react-locations/tree/main/sites-config,12,5
/yext/pages-starter-react-locations/blob/main/tailwind.config.cjs,11,2
/yext/pages-starter-react-locations/blob/main/src/templates/location.tsx,10,3
