url_path,views_total,views_unique
/yext/pages-starter-react-locations/tree/main/src,42,7
/yext/pages-starter-react-locations,28,20
/yext/pages-starter-react-locations/tree/main/src/templates,26,4
/yext/pages-starter-react-locations/tree/main/src/components,23,4
/yext/pages-starter-react-locations/blob/main/package.json,16,5
/yext/pages-starter-react-locations/blob/main/vite.config.js,13,2
/yext/pages-starter-react-locations/tree/main/sites-config,12,4
/yext/pages-starter-react-locations/tree/main/platform-config,10,3
/yext/pages-starter-react-locations/blob/main/src/templates/root.tsx,10,2
/yext/pages-starter-react-locations/tree/main,7,3
