url_path,views_total,views_unique
/yext/pages-starter-react-locations,64,31
/yext/pages-starter-react-locations/tree/main/src,53,13
/yext/pages-starter-react-locations/tree/main/src/templates,34,10
/yext/pages-starter-react-locations/blob/main/src/templates/location.tsx,28,3
/yext/pages-starter-react-locations/tree/main/src/components,23,7
/yext/pages-starter-react-locations/blob/main/package.json,13,4
/yext/pages-starter-react-locations/blob/main/src/components/Breadcrumbs.tsx,11,3
/yext/pages-starter-react-locations/blob/main/vite.config.js,10,4
/yext/pages-starter-react-locations/blob/main/src/templates/state.tsx,10,2
/yext/pages-starter-react-locations/tree/main,9,7
