url_path,views_total,views_unique
/yext/pages-starter-react-locations,103,36
/yext/pages-starter-react-locations/tree/main/src,55,15
/yext/pages-starter-react-locations/tree/main/src/templates,29,9
/yext/pages-starter-react-locations/blob/main/package.json,15,7
/yext/pages-starter-react-locations/blob/main/src/templates/location.tsx,15,5
/yext/pages-starter-react-locations/tree/main/src/components,14,7
/yext/pages-starter-react-locations/blob/main/src/templates/static.tsx,12,3
/yext/pages-starter-react-locations/tree/main/sites-config,9,3
/yext/pages-starter-react-locations/tree/main/src/types,8,4
/yext/pages-starter-react-locations/blob/main/src/index.css,8,1
