url_path,views_total,views_unique
/yext/pages-starter-react-locations/tree/main/src,28,10
/yext/pages-starter-react-locations,27,18
/yext/pages-starter-react-locations/tree/main/src/templates,19,7
/yext/pages-starter-react-locations/blob/main/package.json,10,3
/yext/pages-starter-react-locations/blob/main/src/templates/location.tsx,9,3
/yext/pages-starter-react-locations/tree/main/sites-config,9,2
/yext/pages-starter-react-locations/tree/main/src/components,8,3
/yext/pages-starter-react-locations/tree/main,6,1
/yext/pages-starter-react-locations/tree/main/platform-config,6,1
/yext/pages-starter-react-locations/blob/main/src/components/DirectoryRootGrid.tsx,5,2
