url_path,views_total,views_unique
/yext/pages-starter-react-locations,143,46
/yext/pages-starter-react-locations/tree/main/src,47,21
/yext/pages-starter-react-locations/tree/main/src/templates,25,12
/yext/pages-starter-react-locations/blob/main/src/templates/location.tsx,25,9
/yext/pages-starter-react-locations/tree/main/src/components,22,12
/yext/pages-starter-react-locations/blob/main/package.json,14,5
/yext/pages-starter-react-locations/tree/main/platform-config,12,4
/yext/pages-starter-react-locations/tree/main,11,3
/yext/pages-starter-react-locations/tree/main/sites-config,11,3
/yext/pages-starter-react-locations/blob/main/src/templates/404.tsx,10,2
