url_path,views_total,views_unique
/yext/pages-starter-react-locations,51,28
/yext/pages-starter-react-locations/tree/main/src,13,6
/yext/pages-starter-react-locations/blob/main/package.json,13,4
/yext/pages-starter-react-locations/blob/main/package-lock.json,10,2
/yext/pages-starter-react-locations/issues,7,1
/yext/pages-starter-react-locations/tree/main/src/templates,6,3
/yext/pages-starter-react-locations/blob/main/src/templates/location.tsx,4,2
/yext/pages-starter-react-locations/fork,4,1
/yext/pages-starter-react-locations/branches,3,1
/yext/pages-starter-react-locations/new/main,3,1
