url_path,views_total,views_unique
/yext/pages-starter-react-locations,26,18
/yext/pages-starter-react-locations/tree/main/src,25,9
/yext/pages-starter-react-locations/tree/main/src/templates,17,6
/yext/pages-starter-react-locations/blob/main/package.json,10,3
/yext/pages-starter-react-locations/blob/main/src/templates/location.tsx,9,3
/yext/pages-starter-react-locations/tree/main/sites-config,9,2
/yext/pages-starter-react-locations/tree/main,6,1
/yext/pages-starter-react-locations/tree/main/platform-config,6,1
/yext/pages-starter-react-locations/tree/main/platform-config/c/km,5,1
/yext/pages-starter-react-locations/blob/main/src/templates/state.tsx,4,2
