url_path,views_total,views_unique
/yext/pages-starter-react-locations,42,25
/yext/pages-starter-react-locations/tree/main/src,33,9
/yext/pages-starter-react-locations/tree/main/src/templates,28,9
/yext/pages-starter-react-locations/blob/main/src/templates/location.tsx,16,7
/yext/pages-starter-react-locations/blob/main/package.json,16,5
/yext/pages-starter-react-locations/pull/63,10,2
/yext/pages-starter-react-locations/pulls,8,3
/yext/pages-starter-react-locations/tree/main/src/components,8,3
/yext/pages-starter-react-locations/blob/main/src/templates/robots.ts,6,1
/yext/pages-starter-react-locations/pull/63/files,6,1
